Authors;Title;Abstract;Author Keywords;Index Keywords;Source Title;Document Type;Publisher;DOI;ISSN;ISBN;Book Authors;Group Authors;Book Group Authors;Book Editors;Book Series Title;Book Series Subtitle;Volume;Issue;Special Issue;Start Page;End Page;Book DOI;Early Access Date;Publication Date;Publication Year;Times Cited, All Databases;180 Day Usage Count;Since 2013 Usage Count;Indexed Date;Cited by;Link;PubMed ID;SJR_Q;JCR_Q;SJR_found;JCR_found
"Almegren, A.; Almegren, R.M.; Hazaea, A.N.; Mahdi, H.S.; Ali, J.K.M.";AI powered ELT: Instructors’ transformative roles and opportunities;The integration of artificial intelligence (AI) in education is reshaping English language teaching (ELT), redefining the ‘assistant’ function of technology and the ‘interaction’ roles of language instructors. This study specifically investigates instructors’ roles in AI-powered learning environment and its benefits for ELT. It develops a conceptual framework for AI powered ELT. Using a qualitative approach, data were gathered through online focus group discussions with 22 instructors from different regions. The thematic analysis revealed that AI empowers ELT by enabling personalized teaching, mono-active language practice, increased productivity, automated feedback and assessment, and adaptive material creation. Additionally, instructors assume four key roles: evolving facilitators, blended role practitioners, flexible material designers, and creative prompters. These transformations reflect a departure from the assistant function and the facilitator roles cantered on human interaction to more mono-active roles aligned with AI-powered innovations. The study highlights the necessity for ELT to embrace these new roles to effectively navigate the evolving dynamics of ELT in the different region in the AI era. Acknowledging its qualitative limited scope, the study recommends further broader research on these transformations with specific attention to language skills. © 2025 Elsevier B.V., All rights reserved.;;"Article; artificial intelligence; ChatGPT; conceptual framework; critical thinking; emotional support; English (language); human; knowledge; language ability; language development; learning environment; machine learning; multilingualism; natural language processing; productivity; speech and language assessment; speech discrimination; teaching; thematic analysis; adult; female; information processing; language; learning; male; Adult; Artificial Intelligence; Female; Focus Groups; Humans; Language; Learning; Male; Teaching";PLOS ONE;Article;Public Library of Science;10.1371/journal.pone.0324910;19326203;;;;;;;;20;5 May;;;;;;;;;;;;0;https://www.scopus.com/inward/record.uri?eid=2-s2.0-105006567200&doi=10.1371%2Fjournal.pone.0324910&partnerID=40&md5=e33b347cb3fe2e326972a487e6683f52;40440266;Q1;Q2;True;True
"Nazim, Mohd; Alzubi, Ali Abbas Falah; Nazim, M.; Alzubi, A.A.F.";Empowering EFL teachers’ perceptions of generative AI-mediated self-professionalism;"This study intends to empower English as a Foreign Language (EFL) teachers' perceptions of generative artificial intelligence (AI)-mediated self-professionalism in engagement, attitudes, constraints, and solutions. Employing the mixed methods research design, the researchers collected data from male and female teachers (N = 278) of eight public universities, utilizing convenience sampling and a set of instruments: a questionnaire and a semi-structured interview. The data analysis combined quantitative and qualitative methods, using SPSS version 26 for statistical analysis (Pearson correlation, Cronbach's alpha, means, standard deviations), and thematic analysis for qualitative data, with data triangulation employed to compare questionnaire and interview responses for a comprehensive understanding of EFL teachers' engagement with generative AI. The results revealed that the study sample engaged in self-professionalism at a medium level, yet they hold high attitudes toward generative AI-mediated self-professionalism. In addition, the content analysis exhibited several constraints, including technological competence and AI literacy, AI-generated content reliability and accuracy, ethical issues, and encroachment on professional autonomy. Moreover, the respondents proposed solutions such as offering AI-driven training programs, establishing clear ethical guidelines and protocols, emphasizing AI as a supplementary tool rather than a substitute, and implementing impartial access mechanisms for AI content to strengthen EFL teachers' self-professionalism mediated by generative AI. Studies in the context of generative AI-driven self-professionalism appear limited, particularly in the context of Arab higher education institutions. This dearth of research presents an opportunity for the current study to make significant improvements in contributing innovative insights to the EFL teachers' self-professionalism landscape.; This study intends to empower English as a Foreign Language (EFL) teachers’ perceptions of generative artificial intelligence (AI)-mediated self-professionalism in engagement, attitudes, constraints, and solutions. Employing the mixed methods research design, the researchers collected data from male and female teachers (N = 278) of eight public universities, utilizing convenience sampling and a set of instruments: a questionnaire and a semi-structured interview. The data analysis combined quantitative and qualitative methods, using SPSS version 26 for statistical analysis (Pearson correlation, Cronbach’s alpha, means, standard deviations), and thematic analysis for qualitative data, with data triangulation employed to compare questionnaire and interview responses for a comprehensive understanding of EFL teachers’ engagement with generative AI. The results revealed that the study sample engaged in self-professionalism at a medium level, yet they hold high attitudes toward generative AI-mediated self-professionalism. In addition, the content analysis exhibited several constraints, including technological competence and AI literacy, AI-generated content reliability and accuracy, ethical issues, and encroachment on professional autonomy. Moreover, the respondents proposed solutions such as offering AI-driven training programs, establishing clear ethical guidelines and protocols, emphasizing AI as a supplementary tool rather than a substitute, and implementing impartial access mechanisms for AI content to strengthen EFL teachers’ self-professionalism mediated by generative AI. Studies in the context of generative AI-driven self-professionalism appear limited, particularly in the context of Arab higher education institutions. This dearth of research presents an opportunity for the current study to make significant improvements in contributing innovative insights to the EFL teachers’ self-professionalism landscape. © 2025 Elsevier B.V., All rights reserved.";;"Article; content analysis; convenience sample; English as a second language; generative artificial intelligence; human; interview; open access publishing; perception; professional practice; professionalism; questionnaire; reliability; semi structured interview; teacher; thematic analysis; adult; artificial intelligence; female; language; male; middle aged; psychology; school teacher; university; Adult; Artificial Intelligence; Faculty; Female; Humans; Language; Male; Middle Aged; Professionalism; School Teachers; Surveys and Questionnaires";PLOS ONE;Article;Public Library of Science;10.1371/journal.pone.0326735;"19326203; 1932-6203";;;;;;;;20;6 June;;;;;;2025;2025;0;19;19;2025-06-29;0;https://www.scopus.com/inward/record.uri?eid=2-s2.0-105008820192&doi=10.1371%2Fjournal.pone.0326735&partnerID=40&md5=1b1913e4e6538acf82264875ac0e33fa;40549814;Q1;Q2;True;True
"Dentella, Vittoria; Guenther, Fritz; Leivada, Evelina; Dentella, V.; Günther, F.; Leivada, E.";Language in vivo vs. in silico: Size matters but Larger Language Models still do not comprehend language on a par with humans due to impenetrable semantic reference;"Understanding the limits of language is a prerequisite for Large Language Models (LLMs) to act as theories of natural language. LLM performance in some language tasks presents both quantitative and qualitative differences from that of humans, however it remains to be determined whether such differences are amenable to model size. This work investigates the critical role of model scaling, determining whether increases in size make up for such differences between humans and models. We test three LLMs from different families (Bard, 137 billion parameters; ChatGPT-3.5, 175 billion; ChatGPT-4, 1.5 trillion) on a grammaticality judgment task featuring anaphora, center embedding, comparatives, and negative polarity. N=1,200 judgments are collected and scored for accuracy, stability, and improvements in accuracy upon repeated presentation of a prompt. Results of the best performing LLM, ChatGPT-4, are compared to results of n=80 humans on the same stimuli. We find that humans are overall less accurate than ChatGPT-4 (76% vs. 80% accuracy, respectively), but that this is due to ChatGPT-4 outperforming humans only in one task condition, namely on grammatical sentences. Additionally, ChatGPT-4 wavers more than humans in its answers (12.5% vs. 9.6% likelihood of an oscillating answer, respectively). Thus, while increased model size may lead to better performance, LLMs are still not sensitive to (un)grammaticality the same way as humans are. It seems possible but unlikely that scaling alone can fix this issue. We interpret these results by comparing language learning in vivo and in silico, identifying three critical differences concerning (i) the type of evidence, (ii) the poverty of the stimulus, and (iii) the occurrence of semantic hallucinations due to impenetrable linguistic reference.; ChatGPT-4, 1.5 trillion) on a grammaticality judgment task featuring anaphora, center embedding, comparatives, and negative polarity. N = 1,200 judgments are collected and scored for accuracy, stability, and improvements in accuracy upon repeated presentation of a prompt. Results of the best performing LLM, ChatGPT-4, are compared to results of n = 80 humans on the same stimuli. We find that humans are overall less accurate than ChatGPT-4 (76% vs. 80% accuracy, respectively), but that this is due to ChatGPT-4 outperforming humans only in one task condition, namely on grammatical sentences. Additionally, ChatGPT-4 wavers more than humans in its answers (12.5% vs. 9.6% likelihood of an oscillating answer, respectively). Thus, while increased model size may lead to better performance, LLMs are still not sensitive to (un)grammaticality the same way as humans are. It seems possible but unlikely that scaling alone can fix this issue. We interpret these results by comparing language learning in vivo and in silico, identifying three critical differences concerning (i) the type of evidence, (ii) the poverty of the stimulus, and (iii) the occurrence of semantic hallucinations due to impenetrable linguistic reference. © 2025 Elsevier B.V., All rights reserved.";;"anaphora; Article; Bard program; ChatGPT; comparative sentence; computer model; decision making; deep reinforcement learning; hallucination; human; human experiment; human-machine comparison; language; language development; language model; language performance assessment; large language model; multimodal model; negative polarity item; normal human; oscillation; parameter scaling; poverty; response stability; semantics; adult; comprehension; computer simulation; female; male; theoretical model; Adult; Comprehension; Computer Simulation; Female; Humans; Judgment; Language; Male; Models, Theoretical; Semantics";PLOS ONE;Article;Public Library of Science;10.1371/journal.pone.0327794;"19326203; 1932-6203";;;;;;;;20;7 July;;;;;;JUL 17 2025;2025;0;0;0;2025-08-31;0;https://www.scopus.com/inward/record.uri?eid=2-s2.0-105010942754&doi=10.1371%2Fjournal.pone.0327794&partnerID=40&md5=a9b55a21ff5c7d04ec383fdcb4b0d2c4;40674353;Q1;Q2;True;True
"Bai, Yuting; Su, Tonghua; Bai, Zixing; Bai, Y.; Su, T.; Bai, Z.";EIM: An effective solution for improving multi-modal large language models;"Enabling large language models (LLMs) to have multi-modal capabilities, such as vision-language learning, has become a current research hotspot and the next milestone in LLM development with the advent of models like GPT4. The basic structure of current multi-modal LLMs usually includes three parts: the image encoder for extracting visual features, the semantic space transformation network ST for aligning the multi-modal semantic spaces, and LLM for generating text. Current works on multi-modal LLMs primarily focus on enhancing performance by utilizing larger image encoders and LLMs, and designing more complex fine-tuning methods and STs, which results in an escalation of model parameters. In this paper, we propose EIM, a novel effective solution for improving the performance of multi-modal large language models from the perspective of training process which reduces the need to introduce new parameters and modify the model structure, and is ignored and less explored in current research. EIM includes corresponding improvement measures in the image encoder, ST, and LLM. To validate EIM, we first apply it to ClipCap and conduct experiments on the COCO Caption dataset. Secondly, we extend EIM to the multi-modal LLMs, such as LLaMA-Adapter and LaVIN, and evaluate them on the ScienceQA dataset. Finally, we also conduct multi-modal chatbot experiments with the EIM enhanced LaVIN and evaluate it on the MME benchmark. The COCO Caption dataset experimental results of ClipCapeim, which is a model that applies EIM on the ClipCapsmall, show the 1.75% performance improvement when compared to those of ClipCaplarge, which has 3.13 times the number of parameters of ClipCapeim. The experimental results on the ScienceQA dataset and MME benchmark show that EIM can achieve competitive performance with 7B model parameters when compared to the 13B multi-modal LLMs, which confirms the effective performance improvement of EIM for multi-modal LLMs.; Enabling large language models (LLMs) to have multi-modal capabilities, such as vision-language learning, has become a current research hotspot and the next milestone in LLM development with the advent of models like GPT4. The basic structure of current multi-modal LLMs usually includes three parts: the image encoder for extracting visual features, the semantic space transformation network ST for aligning the multi-modal semantic spaces, and LLM for generating text. Current works on multi-modal LLMs primarily focus on enhancing performance by utilizing larger image encoders and LLMs, and designing more complex fine-tuning methods and STs, which results in an escalation of model parameters. In this paper, we propose EIM, a novel effective solution for improving the performance of multi-modal large language models from the perspective of training process which reduces the need to introduce new parameters and modify the model structure, and is ignored and less explored in current research. EIM includes corresponding improvement measures in the image encoder, ST, and LLM. To validate EIM, we first apply it to ClipCap and conduct experiments on the COCO Caption dataset. Secondly, we extend EIM to the multi-modal LLMs, such as LLaMA-Adapter and LaVIN, and evaluate them on the ScienceQA dataset. Finally, we also conduct multi-modal chatbot experiments with the EIM enhanced LaVIN and evaluate it on the MME benchmark. The COCO Caption dataset experimental results of ClipCap<inf>eim</inf>, which is a model that applies EIM on the ClipCap<inf>small</inf>, show the 1.75% performance improvement when compared to those of ClipCap<inf>large</inf>, which has 3.13 times the number of parameters of ClipCap<inf>eim</inf>. The experimental results on the ScienceQA dataset and MME benchmark show that EIM can achieve competitive performance with 7B model parameters when compared to the 13B multi-modal LLMs, which confirms the effective performance improvement of EIM for multi-modal LLMs. © 2025 Elsevier B.V., All rights reserved.";;"accuracy; Article; benchmarking; image quality; language development; large language model; learning; llama; multimodal imaging; nonhuman; training; visual information; algorithm; human; language; semantics; theoretical model; Algorithms; Humans; Language; Large Language Models; Models, Theoretical; Semantics";PLOS ONE;Article;Public Library of Science;10.1371/journal.pone.0329590;"19326203; 1932-6203";;;;;;;;20;8 August;;;;;;AUG 11 2025;2025;0;0;0;2025-08-24;0;https://www.scopus.com/inward/record.uri?eid=2-s2.0-105012920622&doi=10.1371%2Fjournal.pone.0329590&partnerID=40&md5=4621b222f477f97ac4898d64d9799318;40788941;Q1;Q2;True;True
"Li, Long; Kim, Mira; Li, L.; Kim, M.";It is like a friend to me: Critical usage of automated feedback systems by self-regulating English learners in higher education;"This paper explores international students' engagement with educational technology for self-regulated English learning at an Australian university. Despite the increased use of automated feedback systems (AFSs) for language assessment, students' critical engagement with them for independent learning remains under-researched. The study primarily employed a qualitative approach to understand the students' preferred AFS tools and critical engagement throughout their personalised learning journeys but it also included a small-scale quantitative component. Data were gathered from seven students' eportfolios, focus group interviews as well as a survey among 32 participants. Results highlight positive perceptions and successful use of AFSs, with students leveraging these tools to identify improvement areas, track progress and gain confidence. The study emphasises the importance of course structure, teacher guidance and a combination of human and automated feedback, in fostering learner autonomy and emotional selfregulation. The paper underscores the potential for sustained use of AFSs beyond the cours, and the significance of guiding learners to critically use these tools for ongoing learning and growth rather than dependence. These findings have significant implications, as readily available artificial intelligence tools such as ChatGPT hold great pedagogical potential for self-regulated learning within and beyond the language learning field.Implications for practice or policyInstructors can use AFSs as effective tools to help English learners in higher education when scaffolding critical engagement with automated feedback and emotional selfregulation and providing adaptability, as such scaffolding and flexibility are essential for mitigating the limitations of AFSs.Course leaders and universities should consider investing in AFSs as they can elevate the availability and sustainability of feedback for language enhancement and potentially any other type of learning.; This paper explores international students’ engagement with educational technology for self-regulated English learning at an Australian university. Despite the increased use of automated feedback systems (AFSs) for language assessment, students’ critical engagement with them for independent learning remains under-researched. The study primarily employed a qualitative approach to understand the students’ preferred AFS tools and critical engagement throughout their personalised learning journeys but it also included a small-scale quantitative component. Data were gathered from seven students’ eportfolios, focus group interviews as well as a survey among 32 participants. Results highlight positive perceptions and successful use of AFSs, with students leveraging these tools to identify improvement areas, track progress and gain confidence. The study emphasises the importance of course structure, teacher guidance and a combination of human and automated feedback, in fostering learner autonomy and emotional selfregulation. The paper underscores the potential for sustained use of AFSs beyond the cours, and the significance of guiding learners to critically use these tools for ongoing learning and growth rather than dependence. These findings have significant implications, as readily available artificial intelligence tools such as ChatGPT hold great pedagogical potential for self-regulated learning within and beyond the language learning field. Implications for practice or policy • Instructors can use AFSs as effective tools to help English learners in higher education when scaffolding critical engagement with automated feedback and emotional selfregulation and providing adaptability, as such scaffolding and flexibility are essential for mitigating the limitations of AFSs. • Course leaders and universities should consider investing in AFSs as they can elevate the availability and sustainability of feedback for language enhancement and potentially any other type of learning. © 2024 Elsevier B.V., All rights reserved.";"automated feedback systems (AFSs); computer-and mobile-assisted language learning; ELSA; engagement; English language proficiency (ELP); Grammarly; self-regulated learning (SRL)";;Australasian Journal of Educational Technology;Article;Australasian Society for Computers in Learning in Tertiary Education (ASCILITE);10.14742/ajet.8821;"1449-3098; 14495554; 1449-5554";;;;;;;;40;1;;1;18;;;2024;2024;15;24;119;2024-05-03;16;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85190784712&doi=10.14742%2Fajet.8821&partnerID=40&md5=c31f886ac8806d330a349c04be284ba1;;Q1;Q1;True;True
"Vasylets, Olena; Mellado, M. Dolores; Plonsky, Luke";The role of cognitive individual differences in digital versus pen-and-paper writing;It is unknown whether and to what extent cognitive individual differences may play different roles in paper versus computer-based second language (L2) writing. This exploratory study is a first attempt to explore this issue, focusing on the ef-fects of working memory and language aptitude on the quality of paper versus computer-based L2 writing performance. Forty-two Spanish learners of L2 English performed a problem-solving task either digitally or on paper, took a working memory n-back test, and completed LLAMA tests to measure language aptitude. The quality of their L2 written texts was assessed in terms of complexity, accuracy and fluency (CAF) measures. The results indicated that the role of cognitive indi-vidual differences may vary depending on the writing environment.;;;STUDIES IN SECOND LANGUAGE LEARNING AND TEACHING;Article;;10.14746/ssllt.2022.12.4.9;"2083-5205; 2084-1965";;;;;;;;12;4;SI;721;743;;;DEC 2022;2022;9;2;45;2023-01-25;;;;Q1;Q1;True;True
"Yang, Weijia; Gao, Xuesong (Andy)";Envisioning new directions in research on individual differences;In this article, we highlight the important achievements of the editors and contributors in this special issue. We argue that this collection of studies on individual differences (IDs) advances the field in terms of theoretical diversification, methodological improvement, and pedagogical innovation. We also contend that a renewed interest in ID research will enable second language acquisition (SLA) researchers and language educators to show how language education helps language learners acquire desirable attributes and dispositions. In turn, related findings will enable researchers and educators to articulate the value of language learning for the public as many language educators may fear that generative artificial intelligence and translation tools will remove a major motivation for learning languages.;;;STUDIES IN SECOND LANGUAGE LEARNING AND TEACHING;Article;;10.14746/ssllt.48248;"2083-5205; 2084-1965";;;;;;;;15;2;SI;427;443;;;JUN 2025;2025;1;10;10;2025-07-11;;;;Q1;Q1;True;True
"Selvi, Ali Fuad; Selvi, A.F.";Meet your new AI teacher: hypes, promises, and realities in AI-powered language education platforms;"Amid the breathless hype surrounding generative AI in language education, this paper critically analyzes 48 online platforms claiming to use AI technologies through Critical Discourse Analysis and platformization theory (Poell, Thomas, David Nieborg & Jos & eacute; van Dijck. 2019. Platformisation. Internet Policy Review 8(4). 1-13). It reveals how these platforms strategically brand themselves (e.g., .ai domain names) to appear cutting-edge, capitalizing on AI hype while masking the actual mechanisms behind vague terms like AI-powered or AI-based, leading to definitional obscurity (Williamson, Ben. 2024. AI in education is a public problem. Code acts in education. https://codeactsineducation.wordpress.com/2024/02/22/ai-in-education-is-a-public-problem/ (accessed 20 August 2025)). Through multimodal strategies, they portray AI tutors as superior to human teachers and traditional apps. These narratives emphasize personalization, efficiency, and self-improvement, aligning with neoliberal values of individual responsibility and tech-driven empowerment, and contribute to the commodification of the platformized ELT ecosystem (Selvi A. F. Forthcoming. The platformized English language teaching ecosystem: Navigating implications for ELT profession(als). Tesol Quarterly). This study contributes to emerging scholarship on AI discourses (Ferri, Gabriele & Inte Gloerich. 2023. Risk and harm: Unpacking ideologies in the AI discourse. CUI '23: Proceedings of the 5th International Conference on Conversational User Interfaces 28. 1-6), revealing how AI functions not just as a pedagogical tool but as a commercial strategy reshaping ELT in increasingly platformized and neoliberal terms.; Amid the “breathless hype” surrounding generative AI in language education, this paper critically analyzes 48 online platforms claiming to use AI technologies through Critical Discourse Analysis and platformization theory (Poell, Thomas, David Nieborg & José van Dijck. 2019. Platformisation. Internet Policy Review 8(4). 1–13). It reveals how these platforms strategically brand themselves (e.g., .ai domain names) to appear cutting-edge, capitalizing on AI “hype” while masking the actual mechanisms behind vague terms like “AI-powered” or “AI-based,” leading to “definitional obscurity” (Williamson, Ben. 2024. AI in education is a public problem. Code acts in education. https://codeactsineducation.wordpress.com/2024/02/22/ai-in-education-is-a-public-problem/ (accessed 20 August 2025)). Through multimodal strategies, they portray AI tutors as superior to human teachers and traditional apps. These narratives emphasize personalization, efficiency, and self-improvement, aligning with neoliberal values of individual responsibility and tech-driven empowerment, and contribute to the commodification of “the platformized ELT ecosystem” (Selvi A. F. Forthcoming. The platformized English language teaching ecosystem: Navigating implications for ELT profession(als). Tesol Quarterly). This study contributes to emerging scholarship on AI discourses (Ferri, Gabriele & Inte Gloerich. 2023. Risk and harm: Unpacking ideologies in the AI discourse. CUI ’23: Proceedings of the 5th International Conference on Conversational User Interfaces 28. 1–6), revealing how AI functions not just as a pedagogical tool but as a commercial strategy reshaping ELT in increasingly platformized and neoliberal terms. © 2025 Elsevier B.V., All rights reserved.";"AI discourses; AI-powered language education platforms; platformization";;Applied Linguistics Review;"Article; Early Access";De Gruyter Mouton;10.1515/applirev-2025-0224;"1868-6303; 18686311; 18686303; 1868-6311";;;;;;;;;;;;;;SEP 2025;;2025;0;6;6;2025-09-25;0;https://www.scopus.com/inward/record.uri?eid=2-s2.0-105017872324&doi=10.1515%2Fapplirev-2025-0224&partnerID=40&md5=0e541a7dfaa90619f35de8f10346acec;;Q1;Q1;True;True
"Hasebe, Yoichiro; Lee, Jae-Ho; Hasebe, Y.; Lee, J.-H.";Divergent strategies in text simplification: A comparative analysis of AI and human approaches in language processing;"This study explores the growing importance of text simplification, particularly in light of increasing global migration and the demand for accessible information. We compare AI-generated and human-produced simplifications of Japanese news articles, focusing on whether GPT-4 can outperform humans in simplification tasks and how their strategies differ. Analyzing 420 original articles and their simplified versions created by human experts and ChatGPT (GPT-4), we employed a readability formula specifically designed for Japanese texts and conducted text feature analysis. Our findings reveal that AI-simplified texts achieve significantly higher readability scores than human-simplified versions while retaining more original content. Specifically, AI-simplified texts exhibit shorter average sentence length and lower complex word usage. We argue that AI, leveraging transformer architectures with self-attention mechanisms, can perform multidimensional simplification more effectively than humans, potentially due to its ability to process information beyond sentence boundaries during training. Furthermore, this study highlights the cognitive challenges humans face in text simplification, offering insights into human language processing, including its limitations and creative potential. Thus, our research confirms the potential of AI in language processing while simultaneously providing a perspective for understanding human cognitive processes in language use. The findings have implications for language education, linguistic research, and the development of accessible information dissemination methods, particularly for initiatives like Easy Japanese. We also suggest future research directions, including exploring human-AI collaboration in text simplification.; This study explores the growing importance of text simplification, particularly in light of increasing global migration and the demand for accessible information. We compare AI-generated and human-produced simplifications of Japanese news articles, focusing on whether GPT-4 can outperform humans in simplification tasks and how their strategies differ. Analyzing 420 original articles and their simplified versions created by human experts and ChatGPT (GPT-4), we employed a readability formula specifically designed for Japanese texts and conducted text feature analysis. Our findings reveal that AI-simplified texts achieve significantly higher readability scores than human-simplified versions while retaining more original content. Specifically, AI-simplified texts exhibit shorter average sentence length and lower complex word usage. We argue that AI, leveraging transformer architectures with self-attention mechanisms, can perform multidimensional simplification more effectively than humans, potentially due to its ability to process information beyond sentence boundaries during training. Furthermore, this study highlights the cognitive challenges humans face in text simplification, offering insights into human language processing, including its limitations and creative potential. Thus, our research confirms the potential of AI in language processing while simultaneously providing a perspective for understanding human cognitive processes in language use. The findings have implications for language education, linguistic research, and the development of accessible information dissemination methods, particularly for initiatives like ""Easy Japanese.""We also suggest future research directions, including exploring human-AI collaboration in text simplification. © 2025 Elsevier B.V., All rights reserved.";"cognitive processes; easy Japanese; human-AI comparison; large language models; readability assessment; text simplification";;Intercultural Pragmatics;Article;De Gruyter Mouton;10.1515/ip-2025-2002;"1612-295X; 1613365X; 1612295X; 1613-365X";;;;;;;;22;2;;203;230;;;APR 28 2025;2025;0;7;7;2025-08-12;0;https://www.scopus.com/inward/record.uri?eid=2-s2.0-105012589363&doi=10.1515%2Fip-2025-2002&partnerID=40&md5=cbe6a4e8ed2af3c7537b17dd55145c71;;Q1;Q1;True;True
"Dombi, Judit; Sydorenko, Tetyana; Timpe-Laughlin, Veronika; Dombi, J.; Sydorenko, T.; Timpe-Laughlin, V.";Seeking common ground with a conversational chatbot;Conversational AI is advancing rapidly, enabling significant improvements in chatbots' conversational abilities. Currently, available conversational chatbots (e.g., Snapchat's MyAI) appear to generate fairly realistic, often human-like output. As collaboration between humans and machines becomes more common, and AI systems are increasingly viewed as more than just tools, understanding human communication in such contexts is crucial. Despite the vast array of applications and the increasing number of human-bot interactions, research on how humans interact with conversational chatbots is scarce. One possible reason for this gap is that studying human-computer communication may require adaptations of existing pragmatic frameworks, due to the unique characteristics of these interactions. A key feature of such conversations is their asymmetrical nature. In this paper, we present evidence that the sociocognitive approach (SCA), which takes into account the asymmetry between interlocutors as regards their possible common grounds, has explanatory potential to describe human-AI-powered chatbot interactions. We collected data from thirty-two L1 Hungarian participants interacting with a conversational chatbot on three consecutive days. The turn-by-turn analysis of the 96 conversations provides insights not only into the nature of common ground humans presuppose with a conversational agent, but also into the processes of building emergent common ground over time. Furthermore, we present linguistic evidence that both egocentrism and cooperation play a role in human-chatbot interaction. While the former is manifested in approaching the chatbot as if it were human, the latter appears to play a role in changing strategies that serve common ground seeking and building. © 2025 Elsevier B.V., All rights reserved.;"common ground; generative AI; human-computer interaction; LLMs; recipient design";;Intercultural Pragmatics;Article;De Gruyter Mouton;10.1515/ip-2025-2007;"1612-295X; 1613365X; 1612295X; 1613-365X";;;;;;;;22;2;;339;368;;;APR 28 2025;2025;0;8;8;2025-08-12;0;https://www.scopus.com/inward/record.uri?eid=2-s2.0-105012520147&doi=10.1515%2Fip-2025-2007&partnerID=40&md5=a62428875315f4c4a6bf0edb081b5ac7;;Q1;Q1;True;True
"Kecskes, Istvan; Dinh, Hanh; Kecskes, I.; Dinh, H.";"""ChatGPT for intercultural pragmatic learning? potentially, but not yet"" - The question of using AI to develop students' intercultural pragmatic competence";The study explores the effectiveness of ChatGPT in fostering intercultural pragmatic competence, focusing on Japanese learners of English. Using Kecskes' sociocognitive framework, the research examines ChatGPT's role in conversations involving meaning negotiation and repair mechanisms. The study analyzed over 10,000 responses generated by ChatGPT during interactions with 45 students from different nationalities, ranging from upper-beginner to upper-intermediate proficiency levels, in simulated social situations. A comprehensive examination of AI and participant responses and feedback yields a sophisticated understanding of the AI strengths and flaws, along with intercultural communication repair strategies for meaning negotiation. Specifically, findings reveal that while ChatGPT effectively models certain cooperative aspects of communication, it struggles with maintaining relevance and lacks human-like repair strategies. Students often initiate self-repair instead of other-repair, indicating limited interactive feedback from ChatGPT. Furthermore, excessive information. On the positive side, ChatGPT encourages confidence in students through predictions and co-constructed phrases, although its performance is repetitive and lacks deep contextual understanding. The study recommends cautious use of ChatGPT in pragmatic learning and highlights the need for more advanced frameworks to enhance AI's role in intercultural communication education. © 2025 Elsevier B.V., All rights reserved.;"AI in education; ChatGPT in language learning; intercultural pragmatic competence; meaning negotiation; self-repair mechanisms";;Intercultural Pragmatics;Article;De Gruyter Mouton;10.1515/ip-2025-2008;"1612-295X; 1613365X; 1612295X; 1613-365X";;;;;;;;22;2;;369;397;;;APR 28 2025;2025;0;12;12;2025-08-12;0;https://www.scopus.com/inward/record.uri?eid=2-s2.0-105012514613&doi=10.1515%2Fip-2025-2008&partnerID=40&md5=1b95e96a365f061945c8596b5e62fd26;;Q1;Q1;True;True
"Aryadoust, V.; Soo, Y.X.N.; Zhai, J.";Exploring the state of research on motivation in second language learning: A review and a reliability generalization meta-analysis;We present a thematic review and analysis of the variables affecting language learning motivation (LLM) (2008-2022). The second-language motivational self-system (L2MSS) model was found to be the most applied construct in measuring LLM. Complex systems theory was also another method gaining prominence in LLM research to explain the interactions between micro- and macro-structures surrounding the learner in influencing motivation. Other factors such as socioeconomic status, dialogism and anagnorisis were also identified as variables relating to LLM. For instance, research on dialogism and dialogue has indicated the role of conversation in shaping identity, motivation, and meaning for learners. However, our review found that much of the focus in LLM research has been on the L2MSS learning or teaching experience, while daily living has been largely neglected. We further conducted a reliability generalization meta-analysis. Our analysis found an average reliability of 0.84 (CI = 0.816-0.856), with 34% of reliability coefficients falling below the lower bound of CI. A meta-regression analysis revealed that 16% of the variance in the reliability coefficients was predicted by the number of items in the instruments. Questionnaires with an internal consistency below the lower bound of 0.816 had an average of 4.14 items, while the rest had an average of 5.71 items. We further found significant publication bias. Based on our findings, we suggest areas for future research in LLM. © 2024 Elsevier B.V., All rights reserved.;"complex systems; GOSH (graphical display of study heterogeneity) plot; L2 motivational self-system; meta-analysis; motivation; reliability generalization; second language learning; thematic review";;IRAL - International Review of Applied Linguistics in Language Teaching;Article;De Gruyter Mouton;10.1515/iral-2022-0115;"16134141; 0019042X";;;;;;;;62;2;;;;;;;;;;;;6;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147964588&doi=10.1515%2Firal-2022-0115&partnerID=40&md5=592f9ee3938975f86065e08437780223;;Q1;Q1;True;True
