"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Editors","Publisher","ISSN","ISBN","CODEN","PubMed ID","Document Type","Publication Stage","Open Access","Source","EID"
"Qamar, M.T.; Yasmeen, J.; Pathak, S.K.; Sohail, S.S.; Madsen, D.Ø.; Rangarajan, M.","Qamar, Md Tauseef (57460342200); Yasmeen, Juhi (57460342300); Pathak, Sanket Kumar (57459421600); Sohail, Shahab Saquib (7003589052); Madsen, Dag Øivind (56038779700); Rangarajan, Mithila (59177297700)","57460342200; 57460342300; 57459421600; 7003589052; 56038779700; 59177297700","Big claims, low outcomes: fact checking ChatGPT’s efficacy in handling linguistic creativity and ambiguity","2024","Cogent Arts and Humanities","11","1","2353984","","","0","5","10.1080/23311983.2024.2353984","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85196278787&doi=10.1080%2F23311983.2024.2353984&partnerID=40&md5=3e647627f6edfe1724edff61cd74c0ed","Ambiguity has always been a pain in the neck of Natural Language Processing (NLP). Despite enormous AI tools for human language processing, it remains a key concern for Language Technology Researchers to develop a linguistically intelligent tool that could effectively understand linguistic ambiguity and creativity possessed by human language. In this regard, the newly designed AI tool ChatGPT has dramatically attracted human attention due to its remarkable ability to answer human questions from a wide range of domains, which needs a reality check. This article scrutinises ChatGPT’s ability to answer and interpret neologisms, codemixing, and linguistically ambiguous sentences. For this, we have tested lexically, syntactically, and semantically ambiguous expressions, codemixed words, as well as a few language game instances. The findings show that ChatGPT still fails to understand linguistically complex sentences, specifically those common in everyday discourse or not part of any standard textbook. More specifically, semantically ambiguous sentences and language games remain an uphill task for ChatGPT to understand. This has implications for further improving the output of ChatGPT. © 2024 Elsevier B.V., All rights reserved.","AI tool development; Artificial Intelligence; ChatGPT; creativity; Jeroen van de Weijer, College of International Studies, Shenzhen University, Shenzhen, China; Language & Linguistics; Language Teaching & Learning; Linguistic ambiguity","","","Cogent OA","23311983","","","","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85196278787"
"Wang, F.; Cheung, A.C.K.; Neitzel, A.J.; Chai, C.S.","Wang, Feifei (58095384500); Cheung, Alan C.K. (8689412100); Neitzel, Amanda J. (57222221545); Chai, Ching Sing (7201358969)","58095384500; 8689412100; 57222221545; 7201358969","Does Chatting with Chatbots Improve Language Learning Performance? A Meta-Analysis of Chatbot-Assisted Language Learning","2024","Review of Educational Research","","","","","","0","14","10.3102/00346543241255621","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85196173424&doi=10.3102%2F00346543241255621&partnerID=40&md5=8868e77f76fd23ebdeb269706209495a","Given the importance of conversation practice in language learning, chatbots, especially ChatGPT, have attracted considerable attention for their ability to converse with learners using natural language. This review contributes to the literature by examining the currently unclear overall effect of using chatbots on language learning performance and comprehensively identifying important study characteristics that affect the overall effectiveness. We meta-analyzed 70 effect sizes from 28 studies, using robust variance estimation. The effects were assessed based on 18 study characteristics about learners, chatbots, learning objectives, context, communication/interaction, and methodological and pedagogical designs. Results indicated that using chatbots produced a positive overall effect on language learning performance (g = 0.484), compared to nonchatbot conditions. Moreover, four characteristics (i.e., educational level, language level, interface design, and interaction capability) affected the overall effectiveness. In an in-depth discussion on how the 18 characteristics are related to the effectiveness, future implications for practice and research are presented. © 2024 Elsevier B.V., All rights reserved.","artificial intelligence; chatbots; ChatGPT; language learning; meta-analysis","","","SAGE Publications Inc.","00346543; 19351046","","","","Article","aip","","Scopus","2-s2.0-85196173424"
"Gozali, I.; Wijaya, A.R.T.; Lie, A.; Cahyono, B.Y.; Suryati, N.","Gozali, Imelda (57219915987); Wijaya, Alberik Ryan Tendy (58221975900); Lie, Anita (57199504795); Cahyono, Bambang Yudi (57189387063); Suryati, Nunung (56471947300)","57219915987; 58221975900; 57199504795; 57189387063; 56471947300","ChatGPT as an automated writing evaluation (AWE) tool: feedback literacy development and AWE tools’ integration framework","2024","JALT CALL Journal","20","1","","1","22","0","17","10.29140/jaltcall.v20n1.1200","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85195290569&doi=10.29140%2Fjaltcall.v20n1.1200&partnerID=40&md5=8f888d16ef069ad3adf869c8f74b56f9","This study examines the use of ChatGPT, in conjunction with other applications, Grammarly and Quillbot, as an automated writing evaluation (AWE) tool in a Recount and Narrative essay course for 18 English as a Foreign Language (EFL) students in Indonesia. The primary objective was to investigate the impact of these tools on the development of learners’ feedback literacy. A single, qualitative case study design was employed, gathering students’ voices through a semi-structured interview, reflective journals, and artifacts comprising writing e-portfolios and the feedback evidence. The data analysis utilized an inductivedeductive approach to identify themes and patterns in the qualitative data. The findings revealed that the AWE tools complemented each other in supporting almost all aspects of students’ feedback literacy, with “feedback processing” being the aspect that ChatGPT could potentially enhance or diminish, contingent upon students’ feedback-seeking behavior. Furthermore, as the result of the inductive coding of the qualitative data, the study offers an “AWE Tools Integration Framework,” namely six elements that educators could consider when incorporating AWE tools, notably generative AI, in their writing classes. This study concluded with a call for greater support of students’ digital literacy, equal access to technology, and ethical use of Artificial Intelligence in the classroom. © 2024 Elsevier B.V., All rights reserved.","artificial intelligence; assessment; automated writing evaluation (AWE) tools; feedback literacy","","","JALT CALL SIG","18324215","","","","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85195290569"
"Poláková, P.; Klimova, B.","Poláková, Petra (57210444060); Klimova, Blanka Frydrychová (57196444784)","57210444060; 57196444784","Implementation of AI-driven technology into education–a pilot study on the use of chatbots in foreign language learning","2024","Cogent Education","11","1","2355385","","","0","18","10.1080/2331186X.2024.2355385","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85195181665&doi=10.1080%2F2331186X.2024.2355385&partnerID=40&md5=7e82977f9e0f3986cb4472b7ea78d468","Thanks to the continuous development of artificial intelligence (AI), more and more tools are available to help students to practice their language skills. Nowadays, there are various ways of using AI-driven technology in the process of language learning, one example is the use of chatbots. This pilot study aims to investigate the impact of the conversational chatbot on learning a foreign language and to understand learners’ perceptions of using a chatbot as a complementary language tool. Altogether 58 university students learning English as an applied foreign language with B2 and C1 levels of English proficiency participated in the experiment during the period of one month. The qualitative results show a significant improvement in the student’s language skills thanks to the use of smart AI. Furthermore, the questionnaire survey reveals positive perceptions of this additional learning tool. Therefore, the findings indicate that working with this AI-driven technology can contribute to improving language skills and its perceived usefulness in the process of second language acquisition at the university level. © 2024 Elsevier B.V., All rights reserved.","artificial intelligence; chatbot; Classroom Practice; conversational systems; experiment; Higher Education; Language Teaching & Learning; large language models; Second language acquisition; Stephen Darwin, Universidad Alberto Hurtado, Chile; Sustainability Education, Training & Leadership; technology in language learning","","","Taylor and Francis Ltd.","2331186X","","","","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85195181665"
"Ishikawa, M.; Révész, A.","Ishikawa, Masako (55802045300); Révész, Andrea (35218392000)","55802045300; 35218392000","Written languaging, language aptitude, and L2 learning through dictogloss tasks","2024","Task-Based Language Teaching","16","","","140","160","0","6","10.1075/tblt.16.05ish","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85195177021&doi=10.1075%2Ftblt.16.05ish&partnerID=40&md5=a8b29b6e5ab1c45ec39da14529b6b66f","Languaging, learners' reflections/comments on language use, has been shown to facilitate second language (L2) learning, presumably because it creates opportunities for noticing L2 constructions. If so, it would appear that the extent to which learners can make use of these opportunities might be influenced by their aptitude, as those with greater aptitude may be more prone to learning through noticing. Little research, however, has been conducted to explore this possibility. This study investigated whether learners with varying degrees of language analytic ability differentially benefit from engaging in written languaging when it is integrated into task-based work. The study employed a pretest-posttest-delayed posttest design, with 64 participants assigned to two groups. As part of dictogloss tasks, one group engaged in written languaging when comparing their reconstructed text with the original. The other group received the same treatment but did not have the opportunity to carry out written languaging during the dictogloss procedure. We measured language analytic ability with Part 4 of the MLAT, Part 2 of the LABJ, and the LLAMA_F test. A grammar production test and a grammar recognition test were included to assess development in the knowledge of the target construction, the if-clause of the present counterfactual conditional. Spearman correlations revealed that language analytic ability had stronger relationship to participants' learning when they did not engage in written languaging than when they did during the dictogloss task. We interpreted this finding as suggesting that written languaging can help mitigate the influence of language analytic ability on L2 learning. © 2024 Elsevier B.V., All rights reserved.","aptitude; dictogloss tasks; explicit knowledge; languaging; writing","","Li, S.","John Benjamins Publishing Company","1877346X","9789027258168; 9789027257888","","","Book chapter","Final","","Scopus","2-s2.0-85195177021"
"Ross, E.A.S.; Baines, J.","Ross, Edward A.S. (57215881054); Baines, Jackie (59148156900)","57215881054; 59148156900","Treading water: New data on the impact of AI ethics information sessions in classics and ancient language pedagogy","2024","Journal of Classics Teaching","25","50","","181","190","0","5","10.1017/S2058631024000412","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85194469962&doi=10.1017%2FS2058631024000412&partnerID=40&md5=50f71aa25359c3a21ccf93215b0eeb5c","Over 2023, many universities and policy organisations in the higher education (HE) sector are working to create guiding principles and guidelines for the use of generative artificial intelligence (AI) in HE Teaching and Learning (T&L). Despite these guidelines, students remain unsure if and how they should use AI. This article discusses the AI information sessions held over the Autumn 2023 term in the Department of Classics at the University of Reading, which aimed to provide students with the knowledge and tools to make informed judgements about using AI in their studies. These sessions discussed the benefits and drawbacks of generative AI, highlighting training data, content policy, environmental impact, and examples of potential uses. Staff and student participants were surveyed before and after these information sessions to gather their opinions surrounding AI use. Although at least 60% of participants had previously used generative AI, 80% of participants were apprehensive of or against using generative AI tools for learning purposes following the AI information sessions. By providing staff and students with the ethical considerations surrounding generative AI, they can make an informed judgement about using AI in their work without misplaced faith or excessive fear. © 2024 Elsevier B.V., All rights reserved.","Ancient Greek; artificial intelligence; Classical Latin; conversational AI tools; new teaching tools","","","Cambridge University Press","17417627; 20586310","","","","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85194469962"
"Fischer, I.; Chhaparia, P.; Arora, B.; Preuss, L.; Ako-Adounvo, M.-D.","Fischer, Isabel (58339638000); Chhaparia, Priyanka (57225174698); Arora, Bimal (7102781573); Preuss, Lutz (16834010000); Ako-Adounvo, Marie Dolores (59142156900)","58339638000; 57225174698; 7102781573; 16834010000; 59142156900","What AI Thinks About Sustainability","2024","ITNOW","66","2","","36","37","0","0","10.1093/itnow/bwae051","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85194091625&doi=10.1093%2Fitnow%2Fbwae051&partnerID=40&md5=f85b57767a4989af2e26168580aac4e9","Picture this: a world where artifi cial intelligence (AI) sits alongside us, grappling with the complexities of sustainability. With advanced AI technology like Gemini (an AI ecosystem from Google) and a tidal wave of data fl ooding our digital landscape, possibilities seem boundless. © 2024 Elsevier B.V., All rights reserved.","","Google+; Sustainable development","","Oxford University Press","17465702; 17465710","","","","Article","Final","","Scopus","2-s2.0-85194091625"
"Yang, S.; Dong, Y.; Yu, Z.G.","Yang, Song (58903703500); Dong, Ying (59141729500); Yu, Zhonggen (35975507500)","58903703500; 59141729500; 35975507500","ChatGPT in Education: Ethical Considerations and Sentiment Analysis","2024","International Journal of Information and Communication Technology Education","20","1","","","","0","9","10.4018/IJICTE.346826","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85194069629&doi=10.4018%2FIJICTE.346826&partnerID=40&md5=ede11d39f58de040fd3f58a6dbd5a854","AI chatbots, e.g. ChatGPT, are becoming increasingly popular in education as a means to enhance student learning experiences and improve teaching efficiency. This study utilizes NVivo 12 Plus to examine the role of AI chatbots in education, ethical considerations, and sentimental analysis regarding the utilization of ChatGPT in education. ChatGPT has revolutionized education, but their use raises ethical concerns. They can enhance language learning, but may lead to plagiarism and information overload. Students may not develop discrimination skills and may rely on ChatGPT, leading to concerns about academic dishonesty and a failure to develop cognitive and analytical skills. The use of ChatGPT in clinical education also raises accountability and liability concerns regarding the use of patient information for educational purposes. Guidelines should be established to ensure privacy rights are upheld. Finally, the positive sentiment category was populated by predominantly positive sentiments, followed by neutral and negative sentiments. Future research on ChatGPT in education should focus on its application effectiveness in various educational settings and ethical considerations. © 2024 Elsevier B.V., All rights reserved.","AI Chatbots; ChatGPT; Education; Ethical Considerations; Sentimental Analysis","Philosophical aspects; Sentiment analysis; AI chatbot; Chatbots; ChatGPT; Ethical concerns; Ethical considerations; Language learning; Sentimental analyse; Student learning experiences; Teaching efficiencies; Students","","IGI Global","15501876; 15501337","","","","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85194069629"
"Liu, J.","Liu, Jianhua (59126332100)","59126332100","Enhancing English Language Education Through Big Data Analytics and Generative AI","2024","Journal of Web Engineering","23","2","","227","250","0","16","10.13052/jwe1540-9589.2322","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85192975511&doi=10.13052%2Fjwe1540-9589.2322&partnerID=40&md5=466c3afd1007235b19b8d25730ec602a","This research paper provides a comprehensive examination of the significant impact of big data analytics and generative artificial intelligence (GAI) on the field of English language education. Utilizing a meticulous framework rooted in the evolutionary network influence of big data, our study critically analyzes several aspects of student engagement, learning motivation, self-efficacy, and the existing disparities among learners. Our primary objective is to enhance students’ active participation, intrinsic interest, and self-confidence in the context of English language learning, thus advancing their overall linguistic competence. To achieve these objectives, our study systematically integrates the concept of practice education with a multidisciplinary approach, leveraging the power of big data analysis and GAI, and reveals profound insights into student learning behaviors, preferences, and personalized educational needs. We employ advanced techniques for meticulous data processing and interpretation, empowering educators to make data-informed decisions and tailor pedagogical strategies to meet the unique requirements of each student. This data-driven pedagogical approach not only facilitates the implementation of effective teaching methodologies but also effectively addresses the disparities stemming from diverse student backgrounds, thereby fostering a more inclusive and personalized learning environment. © 2024 Elsevier B.V., All rights reserved.","Big data analysis; generative AI; language education; learning English","","","River Publishers","15409589; 15445976","","","","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85192975511"
"Faisal, E.","Faisal, Eman (58127912200)","58127912200","Unlock the potential for Saudi Arabian higher education: a systematic review of the benefits of ChatGPT","2024","Frontiers in Education","9","","1325601","","","0","23","10.3389/feduc.2024.1325601","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85192561159&doi=10.3389%2Ffeduc.2024.1325601&partnerID=40&md5=8b05c3bc67a2a54992e1ccd4047a623e","This systematic review investigates the potential benefits of integrating ChatGPT in higher education. Focusing on ChatGPT’s impact, the study identifies themes such as ChatGPT’s role in teaching and instruction, enhancing student learning and engagement, aiding language learning, and promoting inclusivity. The review underscores ChatGPT’s ability to reshape the educational landscape, improve research and writing, bridge language gaps, and address specific challenges. ChatGPT emerges as a transformative tool empowering educators and students, aligning with Saudi Arabia’s pursuit of academic excellence and future workforce readiness. © 2024 Elsevier B.V., All rights reserved.","ChatGPT; higher education; learning; Saudi Arabia; systematic review","","","Frontiers Media SA","2504284X","","","","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85192561159"
"Sydorenko, T.; Dombi, J.; Agrawal, A.; Thorne, S.L.; Lee, J.I.; Tao, Y.","Sydorenko, Tetyana (35769867300); Dombi, Judit (57192064167); Agrawal, Ameeta (55753479300); Thorne, Steven L. (9334291900); Lee, Jung-in (58970675100); Tao, Yufei (58895112500)","35769867300; 57192064167; 55753479300; 9334291900; 58970675100; 58895112500","SPOKEN DIALOGUE SYSTEMS AND CHATGPT FOR SECOND LANGUAGE PRAGMATICS RESEARCH","2024","","","","","378","391","0","3","10.4324/9781003459088-34","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85192498973&doi=10.4324%2F9781003459088-34&partnerID=40&md5=16618455928c9290b24db08e93afae51","This chapter describes two recent technologies, Spoken Dialogue Systems (SDSs) and ChatGPT, and their affordances and challenges for second language pragmatics research. Since role-play is a commonly used task in pragmatics research, we discuss ways that the two technologies can be used for administering a role-play task. While SDSs are unable to deviate from a pre-programmed dialogue structure and thus cannot accommodate participants’ linguistic creativity, they are nevertheless systematic and allow for comparisons across participants. ChatGPT, on the other hand, is similar to a human in being able to accommodate participants’ creativity. As such, SDSs lend themselves to administering closed role-plays, while ChatGPT can be used to collect open role-play data. Nevertheless, ChatGPT’s responses are not fully natural compared to human responses and most often violate Grice’s Maxim of Quantity (i.e., they are too verbose). Future directions, such as multimodality and modifying ChatGPT’s behavior via prompt architecture, are discussed. © 2024 Elsevier B.V., All rights reserved.","","","","Taylor and Francis","","9781032604312; 9781040165409","","","Book chapter","Final","","Scopus","2-s2.0-85192498973"
"Huete-García, Á.; Tarp, S.","Huete-García, Ángel (58663345900); Tarp, Sven (26034634600)","58663345900; 26034634600","Training an AI-based Writing Assistant for Spanish Learners: The Usefulness of Chatbots and the Indispensability of Human-assisted Intelligence; Opsomming: Die afrigting van 'n KI-gebaseerde skryfhulpmiddel vir Spaanse leerders: Die nut van kletsbotte en die onmisbaarheid van mensgesteunde intelligensie.","2024","Lexikos","34","","","21","40","0","11","10.5788/34-1-1862","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85192217038&doi=10.5788%2F34-1-1862&partnerID=40&md5=8ad667fcaff62832b363fc026c54922a","This article deals with the relationship between human and artificial intelligence in the context of an ongoing Spanish Writing Assistant project, where ChatGPT is used to assist in four key tasks related to either training the underlying language model or preparing future user communication. The project is an interdisciplinary collaboration between lexicographers with experience in language teaching and IT experts from a high-tech company. The article first describes the methodology of the overall project and the specific role of the lexicographers. It then discusses the three tasks in which the latter are directly involved: the construction of a set of two parallel Spanish corpora, one correct and the other with induced errors, the generation of validation material, and the writing of extended grammatical explanations for Spanish learners. Based on a large amount of empirical data, including 35,000 carefully reviewed sentences, the article details the different steps of the interaction between human and chatbot, as well as the experiences and reflections drawn from this process. It concludes that the two parts engage in very different types of relationships depending on the concrete task, and that human knowledge, culture, skills and language intuition are crucial for the chatbot to work properly. © 2024 Elsevier B.V., All rights reserved.","CHATBOTS; CORPUS BUILDING; HUMAN-ASSISTED INTELLIGENCE; LANGUAGE LEARNING; SPANISH WRITING ASSISTANTS; TRAINING OF LANGUAGE MODEL","","","Bureau of the WAT","22240039; 16844904","","","","Article","Final","","Scopus","2-s2.0-85192217038"
"Crosthwaite, P.","Crosthwaite, Peter Robert (35742945000)","35742945000","Bridging the Research-Practice Divide for Data-Driven Learning: Introduction to the Volume","2024","","","","","1","8","0","0","10.4324/9781003413301-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85191140072&doi=10.4324%2F9781003413301-1&partnerID=40&md5=293eb02b789ab23c970b75c2af559d63","The various uses of language corpora for language learning now span decades of research quickly approaching close to 1,000 published articles. The direct use of language corpora for learning - also known as data-driven learning (DDL, Johns, 1991) continues to gain prominence in corpus linguistics and computer-assisted language learning (CALL) research (Crosthwaite et al., 2022). We stand at the cusp of unprecedented access to ever more powerful tools and ever-increasing corpus sizes as we emerge from the post-COVID world into the era of generative AI (artificial intelligence) and large language models. Yet, ‘prototypical DDL’ (Pérez-Paredes, this volume) has still largely failed to gain acceptance beyond applied linguist-led, higher education-focused contexts, leaving a well-documented research-practice gap between those involved in this research and those outside of it (Chambers, 2019). In response, a concerted effort must be made by corpus linguists and DDL research to reach out beyond their confines to new audiences, while at the same time inviting those new audiences to provide feedback on our research. This is the aim of this volume - to promote meaningful discussion between established researchers, early career scholars and DDL practitioners in the field on DDL-related affordances, issues and future challenges. This introductory chapter further elaborates the aims and scope of the present volume, before introducing the main contributions and their discussants. © 2024 Elsevier B.V., All rights reserved.","","","","Taylor and Francis","","9781032537214; 9781040009260","","","Book chapter","Final","","Scopus","2-s2.0-85191140072"
"Klimova, B.; Pikhart, M.; Al-Obaydi, L.H.","Klimova, Blanka Frydrychová (57196444784); Pikhart, Marcel (56230086000); Al-Obaydi, Liqaa Habeb (57211319135)","57196444784; 56230086000; 57211319135","Exploring the potential of ChatGPT for foreign language education at the university level","2024","Frontiers in Psychology","15","","1269319","","","0","30","10.3389/fpsyg.2024.1269319","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85191042660&doi=10.3389%2Ffpsyg.2024.1269319&partnerID=40&md5=5c5f569456ae69743d1bfbf6ce9cf334","Introduction: The purpose of this study is to explore students’ attitudes and perceived usefulness of using ChatGPT for learning a foreign language to reveal how this new trend tool affects its end-users. Methods: The authors conducted qualitative research by using a questionnaire survey based on hands-on experience by university students. Results: The findings reveal that students are fascinated, satisfied, and stimulated to use this technology despite some of their reservations and potential threats. The authors of this study also list pedagogical implications, including specific activities, while using ChatGPT. Discussion: Although ChatGPT can be very beneficial for teachers and help them in their preparation, it sets a challenging task for them to change the existing teaching approaches and assessments to boost students’ cognitive, creative, and critical thinking skills. In addition, both teachers and students will have to upskill their competencies to handle the current advancements in AI technology, such as ChatGPT. © 2024 Elsevier B.V., All rights reserved.","AI technology; ChatGPT; foreign language learning; L2 acquisition; university students","","","Frontiers Media SA","16641078","","","","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85191042660"
"Li, L.; Kim, M.","Li, Long (57201778131); Kim, Mira (55686316400)","57201778131; 55686316400","It is like a friend to me: Critical usage of automated feedback systems by self-regulating English learners in higher education","2024","Australasian Journal of Educational Technology","40","1","","1","18","0","16","10.14742/ajet.8821","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85190784712&doi=10.14742%2Fajet.8821&partnerID=40&md5=c31f886ac8806d330a349c04be284ba1","This paper explores international students’ engagement with educational technology for self-regulated English learning at an Australian university. Despite the increased use of automated feedback systems (AFSs) for language assessment, students’ critical engagement with them for independent learning remains under-researched. The study primarily employed a qualitative approach to understand the students’ preferred AFS tools and critical engagement throughout their personalised learning journeys but it also included a small-scale quantitative component. Data were gathered from seven students’ eportfolios, focus group interviews as well as a survey among 32 participants. Results highlight positive perceptions and successful use of AFSs, with students leveraging these tools to identify improvement areas, track progress and gain confidence. The study emphasises the importance of course structure, teacher guidance and a combination of human and automated feedback, in fostering learner autonomy and emotional selfregulation. The paper underscores the potential for sustained use of AFSs beyond the cours, and the significance of guiding learners to critically use these tools for ongoing learning and growth rather than dependence. These findings have significant implications, as readily available artificial intelligence tools such as ChatGPT hold great pedagogical potential for self-regulated learning within and beyond the language learning field. Implications for practice or policy • Instructors can use AFSs as effective tools to help English learners in higher education when scaffolding critical engagement with automated feedback and emotional selfregulation and providing adaptability, as such scaffolding and flexibility are essential for mitigating the limitations of AFSs. • Course leaders and universities should consider investing in AFSs as they can elevate the availability and sustainability of feedback for language enhancement and potentially any other type of learning. © 2024 Elsevier B.V., All rights reserved.","automated feedback systems (AFSs); computer-and mobile-assisted language learning; ELSA; engagement; English language proficiency (ELP); Grammarly; self-regulated learning (SRL)","","","Australasian Society for Computers in Learning in Tertiary Education (ASCILITE)","14495554","","","","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85190784712"
"Blavnsfeldt, A.-B.G.; Parkner, T.; Knudsen, C.S.","Blavnsfeldt, Anne Birgitte Garm (56479329900); Parkner, Tina (24081535500); Knudsen, Cindy Soendersoe (55889724000)","56479329900; 24081535500; 55889724000","Establishing a pediatric reference interval for plasma calprotectin","2024","Scandinavian Journal of Clinical and Laboratory Investigation","84","2","","121","124","0","0","10.1080/00365513.2024.2338744","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85190257627&doi=10.1080%2F00365513.2024.2338744&partnerID=40&md5=94e0ab201e218af89456e6431ec31690","Plasma calprotectin is a promising new biomarker of inflammatory activity and has been found to correlate well with clinical and endoscopic activity in children and adolescents with inflammatory bowel disease. A pediatric reference interval for plasma calprotectin has not been established for the Phadia 250 EliA™ Calprotectin fluoroenzyme immunoassay. In studies regarding pre-analytical properties, excellent precision and stability was found. However, sensitivity to hemolysis was demonstrated. We identified pediatric blood samples from apparently healthy children who were referred by their general practitioner for blood sampling including measurement of hemoglobin (Hb) and C-reactive protein (CRP). We excluded samples from children who had undergone additional blood sampling within 2 months before or after the index sample, if Hb was outside of local reference ranges or CRP levels were above the lower limit of the measuring interval (LLM), and any samples with a hemolysis above 0.02 mmol/L. Using this algorithm, we identified 141 blood samples. No outliers were identified. We established the following reference intervals according to CLSI C28-A3 using non-parametric statistics: 1–17 years: 16–246 µg/L. Our results may prove useful for further utilization of plasma calprotectin as a marker of inflammation in children and adolescents with inflammatory disorders. © 2024 Elsevier B.V., All rights reserved.","Calprotectin; inflammation; pediatrics; plasma; reference values","C reactive protein; calgranulin; hemoglobin; biological marker; adolescent; Article; blood sampling; child; female; general practitioner; hemolysis; human; human tissue; immunoassay; infant; major clinical study; male; protein blood level; reference value; blood; metabolism; preschool child; Adolescent; Biomarkers; C-Reactive Protein; Child; Child, Preschool; Female; Hemoglobins; Hemolysis; Humans; Infant; Leukocyte L1 Antigen Complex; Male; Reference Values","","Taylor and Francis Ltd.","00365513; 15027686","","SJCLA","38613521","Article","Final","","Scopus","2-s2.0-85190257627"
"Lee, B.; Bonk, C.J.; Wang, C.; Kou, X.","Lee, Hyejeong (58538903300); Bonk, Curtis Jay (55906656700); Wang, Chaoran (57226699619); Kou, Xiaojing (56113538400)","58538903300; 55906656700; 57226699619; 56113538400","Reconceptualizing Self-Directed Learning in the Era of Generative AI: An Exploratory Analysis of Language Learning","2024","IEEE Transactions on Learning Technologies","17","","","1515","1529","0","43","10.1109/TLT.2024.3386098","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85190171343&doi=10.1109%2FTLT.2024.3386098&partnerID=40&md5=9f0d03a09f3e156e2195beb81ca5aad9","This exploratory analysis investigates the integration of ChatGPT in self-directed learning (SDL). Specifically, this study examines YouTube content creators' language-learning experiences and the role of ChatGPT in their SDL, building upon Song and Hill's conceptual model of SDL in online contexts. Thematic analysis of interviews with 19 YouTubers and relevant video contents reveals distinct constructs of ChatGPT-integrated SDL, suggesting a reconceptualization and refinement of the SDL framework in the consideration of generative artificial intelligence (AI). This framework emphasizes critical aspects of utilizing ChatGPT as an SDL tool on two distinct levels: 1) the interactive relationships and interplay between learners' personal traits and their ongoing learning processes (local) and 2) the evolving nature of SDL in the rapidly advancing landscape of generative AI, with socio-political-cultural foundations of AI constantly shaping the learning environment where SDL occurs (global). The study highlights the potential of ChatGPT as a tool for promoting self-directed language learning (SDLL) and provides implications for the development of learning technologies and research on AI-facilitated SDL. © 2024 Elsevier B.V., All rights reserved.","Artificial intelligence (AI); ChatGPT; language learning; self-directed learning (SDL); YouTuber","Artificial intelligence; ChatGPT; Content creators; Exploratory analysis; Language learning; Learning experiences; Self-directed learning; YouTube; Youtuber","","Institute of Electrical and Electronics Engineers Inc.","19391382","","","","Article","Final","","Scopus","2-s2.0-85190171343"
